년.월.일,현재지수,대비,등락률...,시가지수,고가지수,저가지수,거래량.천주..외국주미포함,거래량.천주..외국주포함,거래대금.원..외국주미포함,거래대금.원..외국주포함,상장시가총액.원..외국주미포함,상장시가총액.원..외국주포함
2004-01-02,821.26,10.55,1.3,816.26,821.87,813.63,0,"307,494",0,"1,930,260,966,450",0,"359,908,667,785,7"
2004-01-05,824.1,2.84,0.35,817.28,825.43,816.55,0,"408,259",0,"2,226,123,068,220",0,"361,232,703,646,890"
2004-01-06,823.43,-0.67,-0.08,831.26,831.26,819.53,0,"484,055",0,"2,677,546,639,895",0,"361,128,662,481,480"
2004-01-07,827.07,3.64,0.44,826.08,831.07,825.23,0,"404,564",0,"2,313,099,060,125",0,"362,825,279,038,845"
2004-01-08,824.15,-2.92,-0.35,831.1,839.28,824.15,0,"428,759",0,"3,406,925,134,030",0,"361,806,135,456,105"
2004-01-09,845.27,21.12,2.56,835.42,849.5,835.05,0,"543,286",0,"4,162,562,112,875",0,"371,422,795,445,805"
2004-01-12,850.79,5.52,0.65,843.96,853.5,840.11,0,"443,938",0,"3,109,483,842,410",0,"373,985,846,837,485"
2004-01-13,848.43,-2.36,-0.28,855.42,855.45,844.82,0,"400,184",0,"2,533,800,011,030",0,"372,819,097,872,115"
2004-01-14,849.62,1.19,0.14,847.27,855.29,844.55,0,"453,005",0,"2,707,999,317,395",0,"373,150,993,120,775"
2004-01-15,845.66,-3.96,-0.47,849.02,852.19,841.84,0,"388,390",0,"2,646,765,732,965",0,"371,572,926,992,490"
2004-01-16,847.95,2.29,0.27,853.67,854.46,845.4,0,"424,964",0,"2,342,790,440,985",0,"372,728,141,983,075"
2004-01-19,856.8,8.85,1.04,854.96,859.34,851.34,0,"404,253",0,"2,442,871,885,960",0,"376,719,294,080,945"
2004-01-20,861.37,4.57,0.53,854.03,864.26,853.05,0,"364,450",0,"2,403,402,718,800",0,"378,896,346,632,960"
2004-01-26,869.04,7.67,0.89,867.65,871.94,861.82,0,"494,021",0,"3,383,598,627,125",0,"382,618,456,441,245"
2004-01-27,863.03,-6.01,-0.69,873.61,873.61,860.88,0,"437,707",0,"2,877,310,323,515",0,"380,092,209,888,150"
2004-01-28,859.59,-3.44,-0.4,860.37,869.21,859.08,0,"432,891",0,"3,156,315,394,680",0,"379,597,227,413,190"
2004-01-29,853.47,-6.12,-0.71,851.7,854.82,847.98,0,"365,346",0,"2,495,465,705,220",0,"376,413,419,777,320"
2004-01-30,848.5,-4.97,-0.58,854.21,859.13,846.05,0,"447,365",0,"2,675,229,774,355",0,"374,128,607,653,850"
2004-02-02,854.89,6.39,0.75,850.28,855.43,847.74,0,"425,187",0,"1,959,356,454,710",0,"376,702,237,486,200"
2004-02-03,839.87,-15.02,-1.76,853.13,853.13,837.63,0,"461,984",0,"2,651,093,759,010",0,"370,371,202,023,540"
2004-02-04,835.5,-4.37,-0.52,838.52,842.6,834.7,0,"378,597",0,"2,321,909,840,930",0,"368,598,658,981,195"
2004-02-05,840.92,5.42,0.65,835.77,842.44,834.73,0,"635,918",0,"2,917,200,119,150",0,"371,202,227,898,205"
2004-02-06,850.23,9.31,1.11,842.16,853.58,839.43,0,"541,538",0,"2,926,291,789,500",0,"375,745,289,582,870"
2004-02-09,864.77,14.54,1.71,860.9,866.87,859.58,0,"475,219",0,"2,906,085,462,570",0,"381,959,161,903,580"
2004-02-10,866.8,2.03,0.23,866.06,869.62,862.85,0,"450,039",0,"2,643,590,868,170",0,"382,659,864,262,370"
2004-02-11,876.34,9.54,1.1,870.54,877.72,870.24,0,"475,304",0,"3,047,669,994,010",0,"386,622,363,779,785"
2004-02-12,877.95,1.61,0.18,882.04,882.39,872.27,0,"444,122",0,"3,098,881,502,190",0,"385,912,621,804,825"
2004-02-13,882.18,4.23,0.48,876.06,883.35,870.08,0,"385,306",0,"2,644,351,976,690",0,"387,827,288,621,005"
2004-02-16,881.28,-0.9,-0.1,879.23,885.65,876.56,0,"437,969",0,"2,783,141,878,125",0,"387,186,855,210,270"
2004-02-17,884.8,3.52,0.4,884.15,888.73,880.87,0,"435,762",0,"2,633,738,560,365",0,"388,578,317,198,550"
2004-02-18,877.1,-7.7,-0.87,889.23,890.51,877.1,0,"370,523",0,"2,517,269,069,675",0,"385,267,041,277,305"
2004-02-19,881.65,4.55,0.52,880.68,884.89,874.75,0,"734,769",0,"3,022,804,889,190",0,"387,678,843,576,855"
2004-02-20,877.49,-4.16,-0.47,875.76,879.63,872.42,0,"475,494",0,"2,202,384,022,040",0,"385,993,532,828,460"
2004-02-23,877.52,0.03,0,874.93,881.43,867.99,0,"476,208",0,"2,265,145,361,830",0,"386,151,094,649,500"
2004-02-24,864.59,-12.93,-1.47,872.45,876.71,864.34,0,"549,390",0,"2,614,283,581,240",0,"380,411,652,896,140"
2004-02-25,866.87,2.28,0.26,865.22,870.03,862.97,0,"524,663",0,"2,361,336,910,493",0,"381,258,970,420,345"
2004-02-26,864.86,-2.01,-0.23,870.31,873.15,861.77,0,"522,863",0,"2,231,518,154,560",0,"380,404,726,167,860"
2004-02-27,883.42,18.56,2.15,865.51,883.42,861.86,0,"458,652",0,"2,576,072,422,299",0,"388,848,390,165,065"
2004-03-02,899.21,15.79,1.79,892.57,899.99,892.38,0,"489,084",0,"3,372,834,383,940",0,"395,768,462,358,055"
2004-03-03,895.81,-3.4,-0.38,897.49,900.44,895.52,0,"554,723",0,"3,312,981,873,290",0,"394,196,073,788,105"
2004-03-04,907.43,11.62,1.3,898.16,908.82,896.76,0,"589,054",0,"3,336,583,834,595",0,"399,274,806,991,905"
2004-03-05,905.38,-2.05,-0.23,907.21,909.08,904.01,0,"515,727",0,"3,183,510,405,835",0,"398,333,450,297,680"
2004-03-08,900.1,-5.28,-0.58,909.15,910.67,899.07,0,"506,523",0,"2,729,561,862,515",0,"395,855,623,038,125"
2004-03-09,891.58,-8.52,-0.95,891.1,893.73,888.46,0,"474,379",0,"2,264,018,736,440",0,"392,141,982,127,665"
2004-03-10,876.02,-15.56,-1.75,887.11,890.33,874.58,0,"457,319",0,"2,446,086,297,645",0,"385,419,876,906,880"
2004-03-11,869.93,-6.09,-0.7,869.67,878.1,866.33,0,"468,743",0,"3,422,984,529,415",0,"382,915,479,502,445"
2004-03-12,848.8,-21.13,-2.43,866.72,867.35,822.05,0,"655,650",0,"3,819,601,491,405",0,"373,581,555,117,800"
2004-03-15,852.26,3.46,0.41,855.84,857.96,848.23,0,"383,660",0,"1,986,151,107,020",0,"375,050,835,331,210"
2004-03-16,850.13,-2.13,-0.25,843.83,850.15,838.11,0,"440,154",0,"2,245,929,832,250",0,"373,829,593,956,385"
2004-03-17,872.38,22.25,2.62,858.15,872.78,857.29,0,"524,437",0,"2,547,812,226,130",0,"383,661,677,908,320"
2004-03-18,872.82,0.44,0.05,879.22,879.56,869.09,0,"488,459",0,"2,439,760,256,315",0,"383,842,859,217,035"
2004-03-19,883.33,10.51,1.2,874.57,883.33,868.97,0,"425,078",0,"2,181,384,582,510",0,"388,716,456,649,090"
2004-03-22,863.69,-19.64,-2.22,878.62,881,862.63,0,"371,613",0,"2,039,805,810,445",0,"380,215,724,762,210"
2004-03-23,866.17,2.48,0.29,854.92,868.99,849.76,0,"383,758",0,"2,113,179,067,320",0,"381,306,553,747,480"
2004-03-24,861.72,-4.45,-0.51,860.39,867.15,856.54,0,"311,093",0,"1,823,343,908,340",0,"379,398,497,026,170"
2004-03-25,853.38,-8.34,-0.97,862.3,868.78,849.56,0,"357,256",0,"2,273,877,521,590",0,"375,628,422,675,230"
2004-03-26,863.95,10.57,1.24,866.29,873.01,861.63,0,"303,971",0,"2,524,367,572,346",0,"380,413,970,467,475"
2004-03-29,874.67,10.72,1.24,868.1,878.37,867.21,0,"335,585",0,"1,967,004,760,795",0,"385,205,106,350,965"
2004-03-30,873.46,-1.21,-0.14,879.41,879.41,870.86,0,"287,738",0,"1,870,836,106,205",0,"384,647,657,580,615"
2004-03-31,880.5,7.04,0.81,881.75,883.88,868.41,0,"327,688",0,"2,284,561,862,840",0,"387,787,201,469,390"
2004-04-01,882.75,2.25,0.26,878.78,883.23,875.09,0,"294,603",0,"2,074,129,697,280",0,"388,806,838,197,870"
2004-04-02,883.69,0.94,0.11,886.09,889.6,882.82,0,"541,842",0,"2,457,486,305,125",0,"389,134,468,551,060"
2004-04-06,906.19,22.5,2.55,899.43,906.43,898,0,"491,556",0,"3,502,089,443,030",0,"399,065,183,004,915"
2004-04-07,909.93,3.74,0.41,906.78,915.13,903.24,0,"528,214",0,"3,087,198,600,504",0,"401,582,424,387,415"
2004-04-08,916.86,6.93,0.76,913.52,916.86,908.07,0,"431,837",0,"2,638,306,940,795",0,"404,542,490,143,710"
2004-04-09,905.44,-11.42,-1.25,910.48,910.48,901.24,0,"352,119",0,"2,002,255,935,345",0,"399,594,050,960,590"
2004-04-12,918.86,13.42,1.48,905.44,926.07,905.44,0,"366,189",0,"2,302,897,912,720",0,"405,645,693,715,765"
2004-04-13,917.63,-1.23,-0.13,925.19,927.67,916.2,0,"468,919",0,"2,828,112,426,455",0,"405,366,650,896,295"
2004-04-14,916.31,-1.32,-0.14,909.95,919.38,907.36,0,"407,158",0,"2,863,631,254,565",0,"404,778,719,362,610"
2004-04-16,898.88,-17.43,-1.9,903.84,908.72,897.73,0,"391,726",0,"4,017,367,989,590",0,"397,012,260,908,985"
2004-04-19,902.1,3.22,0.36,900.48,902.1,891.27,0,"476,139",0,"2,555,586,126,850",0,"398,438,451,867,915"
2004-04-20,918.9,16.8,1.86,909.91,919.13,902.47,0,"456,844",0,"2,879,257,314,725",0,"405,804,725,773,455"
2004-04-21,929.95,11.05,1.2,910.68,931.21,910.68,0,"553,997",0,"3,267,649,669,950",0,"410,581,762,663,925"
2004-04-22,924.01,-5.94,-0.64,931.09,933.84,921.97,0,"519,749",0,"3,206,483,470,475",0,"407,904,552,894,575"
2004-04-23,936.06,12.05,1.3,938.25,939.52,929.8,0,"480,357",0,"3,259,099,505,650",0,"413,395,282,877,230"
2004-04-26,919.74,-16.32,-1.74,935.01,935.28,919.27,0,"388,049",0,"2,679,649,292,490",0,"406,471,259,128,710"
2004-04-27,915.47,-4.27,-0.46,918.82,921.42,911.56,0,"435,455",0,"2,657,969,628,040",0,"404,589,596,247,160"
2004-04-28,901.83,-13.64,-1.49,917.32,919.86,901.82,0,"373,377",0,"2,599,738,795,885",0,"398,303,214,105,325"
2004-04-29,875.41,-26.42,-2.93,890.61,896.45,872.63,0,"442,767",0,"3,439,158,775,670",0,"389,972,888,445,450"
2004-04-30,862.84,-12.57,-1.44,867.99,875.51,854.39,0,"378,724",0,"3,600,238,138,765",0,"384,356,407,831,380"
2004-05-03,866.11,3.27,0.38,863.03,867.25,856.84,0,"331,728",0,"2,198,149,039,210",0,"385,707,494,025,260"
2004-05-04,867.48,1.37,0.16,871.57,876.3,865.68,0,"376,757",0,"2,736,036,652,035",0,"386,693,762,604,205"
2004-05-06,837.68,-29.8,-3.44,864.52,865.1,836.15,0,"359,543",0,"3,089,180,777,730",0,"373,389,659,531,135"
2004-05-07,838.74,1.06,0.13,837.73,843.01,819.61,0,"372,059",0,"2,991,683,700,870",0,"374,059,784,747,055"
2004-05-10,790.68,-48.06,-5.73,831.1,831.37,771.31,0,"403,022",0,"3,045,886,723,245",0,"352,862,421,511,475"
2004-05-11,791.02,0.34,0.04,789.54,802.29,776.72,0,"362,903",0,"2,721,005,504,869",0,"352,766,595,922,720"
2004-05-12,817.09,26.07,3.3,802.88,820.72,801.28,0,"387,173",0,"2,768,650,766,935",0,"364,666,242,148,275"
2004-05-13,790.13,-26.96,-3.3,815.28,816.26,790.13,0,"395,038",0,"2,615,437,798,895",0,"352,611,588,236,635"
2004-05-14,768.46,-21.67,-2.74,798.8,802.32,759.65,0,"372,338",0,"3,120,561,890,140",0,"342,891,795,920,110"
2004-05-17,728.98,-39.48,-5.14,766.56,774.39,723.51,0,"371,690",0,"2,849,786,430,325",0,"323,496,855,201,190"
2004-05-18,741.99,13.01,1.78,724.68,748.26,716.95,0,"383,582",0,"2,826,780,972,275",0,"329,418,250,664,135"
2004-05-19,777.95,35.96,4.85,752.5,784.14,751.59,0,"379,674",0,"2,793,652,930,295",0,"345,527,183,891,290"
2004-05-20,767.79,-10.16,-1.31,766.04,782.92,757.49,0,"357,496",0,"2,724,153,898,190",0,"341,182,687,141,045"
2004-05-21,786.36,18.57,2.42,780.99,786.36,768.63,0,"324,174",0,"1,963,322,564,175",0,"349,264,022,658,670"
2004-05-24,799.64,13.28,1.69,795.99,802.04,790.73,0,"302,774",0,"2,015,460,855,140",0,"355,160,659,086,980"
2004-05-25,784.06,-15.58,-1.95,791.38,791.67,776.71,0,"331,746",0,"1,982,923,987,295",0,"347,961,138,803,430"
2004-05-27,802.46,18.4,2.35,802.4,810.69,797.11,0,"293,069",0,"2,298,770,008,215",0,"356,095,068,807,105"
2004-05-28,816.51,14.05,1.75,811.54,816.64,805.21,0,"357,724",0,"2,393,117,335,450",0,"362,278,052,814,430"
2004-05-31,803.84,-12.67,-1.55,811.46,811.59,793.77,0,"288,475",0,"1,730,946,948,895",0,"356,693,538,838,760"
2004-06-01,815.77,11.93,1.48,807.55,817,804.31,0,"315,870",0,"1,774,134,476,260",0,"361,975,183,070,540"
2004-06-02,804.39,-11.38,-1.4,808.84,811.59,797.68,0,"263,380",0,"1,845,240,855,345",0,"356,828,877,677,585"
2004-06-03,770.06,-34.33,-4.27,810.98,812.54,770.06,0,"465,568",0,"2,643,799,535,960",0,"341,655,179,715,555"
2004-06-04,780.74,10.68,1.39,772.94,781.96,764.93,0,"421,766",0,"2,080,841,713,130",0,"346,246,298,316,695"
2004-06-07,809.45,28.71,3.68,788.41,809.51,788.41,0,"390,668",0,"2,194,896,349,915",0,"358,897,547,451,005"
2004-06-08,809.31,-0.14,-0.02,817.11,820.87,804.43,0,"356,049",0,"1,883,781,007,930",0,"358,902,901,930,795"
2004-06-09,794.53,-14.78,-1.83,816.93,820.68,794.1,0,"603,579",0,"2,175,283,322,980",0,"352,382,115,968,730"
2004-06-10,782.3,-12.23,-1.54,785.83,794.16,776.61,0,"444,564",0,"2,796,937,591,725",0,"346,949,719,157,070"
2004-06-11,751.53,-30.77,-3.93,780.16,780.41,748.34,0,"458,723",0,"2,663,487,499,055",0,"333,381,639,265,550"
2004-06-14,738.79,-12.74,-1.7,744.25,761.29,737.65,0,"377,976",0,"2,030,115,298,140",0,"327,866,995,604,590"
2004-06-15,752.1,13.31,1.8,747.54,752.54,729.06,0,"481,765",0,"2,079,415,949,745",0,"333,884,688,185,935"
2004-06-16,752.34,0.24,0.03,756.33,769.66,746.48,0,"369,897",0,"1,907,477,895,080",0,"334,077,711,111,195"
2004-06-17,760.09,7.75,1.03,756.92,760.1,742.47,0,"361,069",0,"1,942,525,606,460",0,"337,675,231,838,835"
2004-06-18,741.73,-18.36,-2.42,751.69,754.05,732.89,0,"379,819",0,"1,753,548,553,110",0,"329,648,001,839,175"
2004-06-21,749.3,7.57,1.02,745.22,758.58,743.69,0,"376,089",0,"1,714,745,769,440",0,"332,995,427,151,360"
2004-06-22,746.48,-2.82,-0.38,744.86,749.26,732.79,0,"327,223",0,"1,510,035,613,500",0,"331,778,419,193,075"
2004-06-23,738.93,-7.55,-1.01,753.28,755.88,737.23,0,"368,500",0,"1,967,997,496,735",0,"328,623,360,691,025"
2004-06-24,763.13,24.2,3.28,752.64,763.42,747.51,0,"373,279",0,"2,148,573,298,920",0,"339,250,685,246,495"
2004-06-25,779.03,15.9,2.08,763.02,780,760.57,0,"305,357",0,"2,289,630,976,105",0,"346,240,845,382,590"
2004-06-28,770.95,-8.08,-1.04,777.85,780.31,764.29,0,"279,497",0,"1,663,426,552,725",0,"342,562,789,226,640"
2004-06-29,778.72,7.77,1.01,766.82,780.57,763.34,0,"295,058",0,"1,594,572,447,085",0,"345,903,460,917,525"
2004-06-30,785.79,7.07,0.91,783.24,787.6,777.73,0,"400,194",0,"2,000,796,224,910",0,"349,242,093,937,190"
2004-07-01,778.03,-7.76,-0.99,784.85,792.77,776.35,0,"314,986",0,"1,886,694,135,825",0,"345,782,554,026,370"
2004-07-02,755.42,-22.61,-2.91,764.38,764.54,754.26,0,"431,879",0,"1,774,282,349,830",0,"334,565,969,934,495"
2004-07-05,756.72,1.3,0.17,754.16,758.72,744.39,0,"400,907",0,"1,547,774,608,510",0,"335,102,352,155,010"
2004-07-06,758.47,1.75,0.23,753.14,763.93,751.26,0,"400,147",0,"1,443,420,277,825",0,"335,893,668,123,950"
2004-07-07,761.88,3.41,0.45,742.21,761.93,735.72,0,"395,042",0,"1,687,826,754,145",0,"337,270,621,946,125"
2004-07-08,743.64,-18.24,-2.39,753.68,759.71,743.64,0,"346,295",0,"2,131,941,418,745",0,"329,175,965,723,830"
2004-07-09,747.46,3.82,0.51,745.09,751.92,741.26,0,"309,481",0,"1,663,406,103,060",0,"331,024,891,953,255"
2004-07-12,746.27,-1.19,-0.16,752.71,757.9,740.98,0,"334,230",0,"1,680,759,524,430",0,"330,613,952,136,500"
2004-07-13,750.95,4.68,0.63,753.03,753.21,740.16,0,"397,542",0,"1,731,220,899,820",0,"329,568,301,889,475"
2004-07-14,736.57,-14.38,-1.91,745.43,751.6,734.85,0,"331,125",0,"1,671,750,124,840",0,"323,242,294,211,945"
2004-07-15,732.74,-3.83,-0.52,735.85,739.07,720.92,0,"369,247",0,"1,930,798,619,395",0,"321,536,210,239,520"
2004-07-16,739.39,6.65,0.91,728.37,741.41,717.77,0,"348,154",0,"1,972,850,381,525",0,"324,543,607,220,195"
2004-07-19,750.4,11.01,1.49,730.58,750.4,729.57,0,"267,804",0,"1,336,819,509,280",0,"329,344,623,590,210"
2004-07-20,737,-13.4,-1.79,742.24,745.41,737,0,"334,956",0,"1,461,779,669,225",0,"323,715,677,793,975"
2004-07-21,753.32,16.32,2.21,750.59,756.44,747.89,0,"422,743",0,"1,740,511,229,260",0,"330,792,676,600,075"
2004-07-22,742.63,-10.69,-1.42,738.98,744.5,733.41,0,"435,149",0,"1,565,359,456,170",0,"326,080,740,091,240"
2004-07-23,737.51,-5.12,-0.69,742.51,743.65,733.74,0,"337,066",0,"1,501,638,431,695",0,"334,476,095,103,505"
2004-07-26,736.21,-1.3,-0.18,730.15,739.56,729.8,0,"307,946",0,"1,226,242,754,470",0,"333,919,848,095,585"
2004-07-27,738.51,2.3,0.31,735.22,739.6,726.71,0,"368,900",0,"1,287,475,154,781",0,"334,896,905,138,805"
2004-07-28,744.42,5.91,0.8,747.02,748.82,740.19,0,"420,808",0,"1,486,012,764,230",0,"337,639,028,539,995"
2004-07-29,730.61,-13.81,-1.86,742.58,742.58,730.47,0,"326,280",0,"1,277,990,106,925",0,"331,514,214,878,330"
2004-07-30,735.34,4.73,0.65,737.92,741.32,734.15,0,"288,536",0,"1,390,427,603,685",0,"333,715,222,661,510"
2004-08-02,719.59,-15.75,-2.14,730.61,730.64,719.59,0,"282,251",0,"1,334,518,534,810",0,"326,709,011,869,305"
2004-08-03,726.44,6.85,0.95,726.88,728.13,722.46,0,"301,669",0,"1,279,792,595,740",0,"329,829,440,646,385"
2004-08-04,729.41,2.97,0.41,719.61,729.41,713.99,0,"283,775",0,"1,416,418,304,845",0,"331,014,851,299,955"
2004-08-05,743.35,13.94,1.91,730.64,743.37,726.87,0,"394,293",0,"1,774,293,711,225",0,"341,446,839,180,355"
2004-08-06,733.95,-9.4,-1.26,733.76,745.05,733.24,0,"312,685",0,"1,477,470,618,760",0,"337,205,466,433,230"
2004-08-09,742.13,8.18,1.11,728.66,742.61,724.5,0,"274,589",0,"1,223,687,916,305",0,"340,827,738,630,305"
2004-08-10,748.62,6.49,0.87,738.92,748.63,738.36,0,"338,094",0,"1,715,039,422,480",0,"343,817,185,512,455"
2004-08-11,753.06,4.44,0.59,752.6,758.61,751.26,0,"378,493",0,"1,949,094,173,500",0,"345,708,085,236,805"
2004-08-12,766.7,13.64,1.81,755.43,767.03,753.67,0,"321,747",0,"1,832,122,011,155",0,"351,756,105,257,460"
2004-08-13,776.02,9.32,1.22,762.81,777.84,761.61,0,"372,510",0,"2,156,554,091,220",0,"355,953,903,361,230"
2004-08-16,773.85,-2.17,-0.28,774.29,777.96,767.26,0,"307,764",0,"1,489,808,093,830",0,"354,963,550,241,260"
2004-08-17,771.03,-2.82,-0.36,782.59,783.48,768.76,0,"302,590",0,"1,508,757,595,085",0,"353,671,966,871,055"
2004-08-18,773.19,2.16,0.28,772.84,776.15,768.94,0,"332,491",0,"1,456,262,981,450",0,"354,663,109,410,380"
2004-08-19,788.53,15.34,1.98,780.26,789.78,780.26,0,"383,465",0,"1,813,848,533,015",0,"361,636,893,039,170"
2004-08-20,787.64,-0.89,-0.11,785.82,789.23,783.06,0,"295,745",0,"1,312,550,065,330",0,"361,190,462,040,055"
2004-08-23,787.65,0.01,0,792.5,796.84,783.5,0,"255,376",0,"1,364,883,642,961",0,"361,178,276,419,215"
2004-08-24,792.34,4.69,0.6,791.38,793.5,781.46,0,"267,155",0,"1,451,202,147,605",0,"363,777,030,395,470"
2004-08-25,803.97,11.63,1.47,791,804.83,790.17,0,"262,674",0,"1,622,087,216,265",0,"369,060,554,263,845"
2004-08-26,810.21,6.24,0.78,808.11,813.77,808.11,0,"285,529",0,"1,799,854,609,355",0,"371,938,119,250,595"
2004-08-27,810.3,0.09,0.01,812.65,814.05,806.75,0,"307,374",0,"1,851,943,964,455",0,"372,006,120,414,285"
2004-08-30,805.19,-5.11,-0.63,811.55,815.05,802.75,0,"333,641",0,"1,418,158,128,180",0,"369,673,089,112,505"
2004-08-31,803.57,-1.62,-0.2,800.62,805.26,797.62,0,"346,465",0,"1,656,375,227,035",0,"368,930,507,836,665"
2004-09-01,817.36,13.79,1.72,803.51,817.37,801.58,0,"345,051",0,"1,934,086,344,725",0,"375,235,927,101,495"
2004-09-02,823.83,6.47,0.79,818.69,823.83,815.74,0,"394,239",0,"2,175,247,165,420",0,"378,144,085,459,970"
2004-09-03,820.69,-3.14,-0.38,826,826.26,814.09,0,"398,396",0,"2,320,372,784,365",0,"376,535,521,382,900"
2004-09-06,824.21,3.52,0.43,823.64,824.98,817.18,0,"357,218",0,"1,875,014,773,970",0,"378,077,815,351,195"
2004-09-07,818.8,-5.41,-0.66,822.29,824.96,817.68,0,"436,804",0,"1,603,197,312,345",0,"375,704,005,904,055"
2004-09-08,815.85,-2.95,-0.36,820.18,828.38,815.33,0,"391,328",0,"1,724,563,835,410",0,"374,369,746,662,480"
2004-09-09,821.88,6.03,0.74,815.65,823.19,809.03,0,"452,865",0,"3,227,802,575,735",0,"377,434,568,654,645"
2004-09-10,836.34,14.46,1.76,826.06,837.37,816.64,0,"354,410",0,"2,371,351,181,150",0,"384,503,588,672,525"
2004-09-13,851.91,15.57,1.86,842.15,852.06,841.41,0,"396,937",0,"2,530,158,801,535",0,"391,841,067,849,005"
2004-09-14,851.42,-0.49,-0.06,857.74,859.93,848.08,0,"439,638",0,"2,407,803,917,275",0,"391,131,651,889,200"
2004-09-15,850.63,-0.79,-0.09,851.52,856.39,848.79,0,"429,058",0,"2,096,704,711,540",0,"390,496,290,608,910"
2004-09-16,855.38,4.75,0.56,846.08,863.12,844.06,0,"434,924",0,"2,186,692,104,975",0,"392,669,752,381,765"
2004-09-17,848.11,-7.27,-0.85,854.35,859.57,846.08,0,"317,272",0,"2,044,975,718,885",0,"389,590,509,002,705"
2004-09-20,856.87,8.76,1.03,849.46,862.98,849.45,0,"332,117",0,"2,232,512,796,945",0,"393,527,217,657,600"
2004-09-21,857.15,0.28,0.03,859.2,861.31,854.1,0,"358,418",0,"2,181,256,601,315",0,"393,851,115,987,125"
2004-09-22,835.1,-22.05,-2.57,861.8,863.19,835.1,0,"362,677",0,"2,015,837,490,735",0,"383,904,728,149,785"
2004-09-23,829.68,-5.42,-0.65,829.32,834,824.85,0,"378,874",0,"1,728,308,957,270",0,"381,333,582,317,845"
2004-09-24,832.1,2.42,0.29,828.78,836.38,823.05,0,"335,360",0,"1,608,140,856,421",0,"382,343,383,296,300"
2004-09-30,835.09,2.99,0.36,829.93,836.54,827.17,0,"290,815",0,"1,919,085,787,225",0,"383,655,685,410,465"
2004-10-01,846.01,10.92,1.31,835.5,846.01,834.75,0,"296,490",0,"1,869,488,260,005",0,"388,534,239,301,485"
2004-10-04,880.84,34.83,4.12,859.12,880.84,858.92,0,"358,516",0,"2,676,404,803,885",0,"404,462,561,803,605"
2004-10-05,884.84,4,0.45,882.5,887.61,876.56,0,"368,878",0,"2,335,168,445,260",0,"406,154,755,399,810"
2004-10-06,887.45,2.61,0.29,885.94,896.24,879.58,0,"391,262",0,"2,804,477,949,220",0,"407,329,184,723,480"
2004-10-07,885.33,-2.12,-0.24,887.39,891.25,878.8,0,"344,414",0,"2,390,109,453,925",0,"406,360,047,711,990"
2004-10-08,881.38,-3.95,-0.45,877.89,892.12,877.34,0,"458,788",0,"3,256,307,474,035",0,"404,414,442,239,710"
2004-10-11,881.11,-0.27,-0.03,876.56,882.05,873.16,0,"370,250",0,"2,380,387,208,850",0,"404,079,194,614,165"
2004-10-12,858.09,-23.02,-2.61,878.25,878.56,856.67,0,"373,013",0,"3,000,761,072,670",0,"393,498,952,578,900"
2004-10-13,856.18,-1.91,-0.22,863.26,866.07,852.65,0,"319,033",0,"2,492,042,156,085",0,"392,687,040,229,195"
2004-10-14,846.63,-9.55,-1.12,849.09,852.56,839.87,0,"267,516",0,"2,373,387,174,175",0,"388,511,931,728,585"
2004-10-15,841.94,-4.69,-0.55,837.96,849.92,833.45,0,"288,639",0,"2,322,603,429,990",0,"386,565,710,498,460"
2004-10-18,848.27,6.33,0.75,845,851.97,840.6,0,"296,287",0,"2,081,403,826,655",0,"389,311,825,419,895"
2004-10-19,855.77,7.5,0.88,860.87,863.75,851.92,0,"322,590",0,"2,069,106,499,035",0,"393,058,218,160,400"
2004-10-20,828.61,-27.16,-3.17,851.42,851.43,827.68,0,"385,414",0,"2,236,351,147,105",0,"380,799,285,784,390"
2004-10-21,820.63,-7.98,-0.96,830.24,831.05,814.64,0,"325,422",0,"2,258,180,725,365",0,"377,303,341,085,970"
2004-10-22,828.17,7.54,0.92,824.12,832.1,822.2,0,"272,425",0,"1,767,962,428,330",0,"380,808,650,102,310"
2004-10-25,808.14,-20.03,-2.42,816.11,816.54,801.01,0,"274,796",0,"1,941,833,596,590",0,"371,820,435,369,360"
2004-10-26,813.7,5.56,0.69,812.18,817,809.79,0,"260,613",0,"1,723,396,457,435",0,"374,407,761,666,465"
2004-10-27,809.91,-3.79,-0.47,820.73,822.3,803.72,0,"303,320",0,"1,910,465,847,695",0,"372,719,434,865,985"
2004-10-28,833.54,23.63,2.92,825.85,833.54,821.54,0,"280,800",0,"2,002,583,046,610",0,"383,624,066,866,650"
2004-10-29,834.84,1.3,0.16,826.89,835.26,823.07,0,"248,660",0,"1,913,273,619,250",0,"384,418,888,204,775"
2004-11-01,835.66,0.82,0.1,832.52,842.16,831.32,0,"221,464",0,"1,333,840,517,580",0,"384,686,912,706,760"
2004-11-02,846.67,11.01,1.32,839.59,849.71,838.39,0,"272,101",0,"1,796,437,299,515",0,"389,665,388,124,365"
2004-11-03,861.05,14.38,1.7,848.83,861.16,844.27,0,"255,525",0,"2,109,851,224,205",0,"396,296,173,489,560"
2004-11-04,851.2,-9.85,-1.14,860.19,860.19,851.2,0,"267,153",0,"1,738,687,363,370",0,"391,808,429,744,365"
2004-11-05,860.68,9.48,1.11,862.44,865.38,857.74,0,"277,645",0,"2,094,663,703,285",0,"395,764,983,308,445"
2004-11-08,846.11,-14.57,-1.69,865.65,865.94,845.79,0,"269,258",0,"1,767,579,099,610",0,"389,199,474,526,260"
